1.304525639062937559e-01,3.367035485672481010e-01,-2.587807580828898057e-01,1.000000000000000021e-03
1.132903060555710828e-01,2.647346096548616190e-01,-9.317634755352011133e-02,1.000000000000000021e-03
1.028682094404550218e-01,2.820961900085777740e-01,7.389975446559837735e-03,1.000000000000000021e-03
1.299209046420085056e-01,2.629247856397262662e-01,-2.536505986463952755e-01,5.000000000000000104e-04
9.761987168383505498e-02,2.784934912393193795e-01,5.803295540898278926e-02,5.000000000000000104e-04
9.847841067395939063e-02,2.665769741617385891e-01,4.974862332326990266e-02,2.500000000000000052e-04
9.959612668092673871e-02,2.614001984373949816e-01,3.896340484659521763e-02,2.500000000000000052e-04
9.840289759897243027e-02,2.622837151714559889e-01,5.047727443545146908e-02,1.250000000000000026e-04
9.990095106420839033e-02,2.573689257513488982e-01,3.602205163145222322e-02,1.250000000000000026e-04
9.755164757475986992e-02,2.826701199747216897e-01,5.869127283234043535e-02,6.250000000000000130e-05
1.072825315653893330e-01,2.505242977159745643e-01,-3.520530658130693880e-02,6.250000000000000130e-05
1.000891789420477462e-01,2.937337038987923310e-01,3.420577739609753642e-02,3.125000000000000065e-05
9.684129834507462786e-02,2.704434515047899334e-01,6.554567197231508935e-02,3.125000000000000065e-05
9.682574841637799079e-02,2.712481534867750010e-01,6.569571847540223164e-02,1.562500000000000033e-05
9.752348647545325266e-02,2.644942823503895202e-01,5.896300877123006323e-02,1.562500000000000033e-05
9.766032542817922046e-02,2.839290695214319871e-01,5.764260359489803420e-02,7.812500000000000163e-06
9.686094385766787218e-02,2.668216454786370151e-01,6.535610579979578283e-02,7.812500000000000163e-06
9.691425367550043912e-02,2.668320280246679332e-01,6.484170139949030354e-02,3.906250000000000081e-06
9.666085580098476848e-02,2.704343625253228245e-01,6.728682289827925267e-02,3.906250000000000081e-06
9.659326041074348113e-02,2.743957430964497624e-01,6.793907360169926246e-02,1.953125000000000041e-06
9.669457837902756259e-02,2.702049831201767671e-01,6.696142237657154439e-02,1.953125000000000041e-06
9.683027713535477532e-02,2.690552334129081569e-01,6.565201933959341485e-02,9.765625000000000203e-07
9.665010094913571714e-02,2.738829814251917405e-01,6.739060008868646978e-02,9.765625000000000203e-07
9.674816918804098054e-02,2.696465114890800319e-01,6.644430659765410141e-02,4.882812500000000102e-07
9.679827477169838934e-02,2.693472070082941205e-01,6.596082093288957449e-02,4.882812500000000102e-07
9.669532576025553772e-02,2.732950536807512987e-01,6.695421064319839743e-02,2.441406250000000051e-07
9.663508674104241691e-02,2.713465064146515227e-01,6.753547724310771105e-02,2.441406250000000051e-07
9.662477209888188645e-02,2.712156125091259029e-01,6.763500670185806918e-02,1.220703125000000025e-07
9.671438720118639976e-02,2.698021843249950313e-01,6.677028037501031577e-02,1.220703125000000025e-07
9.667817145029662662e-02,2.708533821252944174e-01,6.711973836184093045e-02,6.103515625000000127e-08
9.666641890412296101e-02,2.708460844435688353e-01,6.723314264105850757e-02,6.103515625000000127e-08
9.667987987799497862e-02,2.709791012786571529e-01,6.710325316715504140e-02,3.051757812500000064e-08
9.667182613661089163e-02,2.708983292104676366e-01,6.718096643227833287e-02,3.051757812500000064e-08
9.662739489155694472e-02,2.711617091781985955e-01,6.760969849132580922e-02,1.525878906250000032e-08
9.664451506015490911e-02,2.710660100337523026e-01,6.744450021418257890e-02,1.525878906250000032e-08
9.665051708296966415e-02,2.711346745845335526e-01,6.738658467306513078e-02,1.525878906250000032e-08
9.665167717883814402e-02,2.711378258561877308e-01,6.737539051702057247e-02,1.525878906250000032e-08
9.665846726575530456e-02,2.711355038665477779e-01,6.730987067976257343e-02,1.525878906250000032e-08
9.664102929692669486e-02,2.710874055097203805e-01,6.747813551844572544e-02,1.525878906250000032e-08
9.664021630069280500e-02,2.710898933557631674e-01,6.748598039312636576e-02,1.525878906250000032e-08
9.663698021121364112e-02,2.711424698354676366e-01,6.751720651123271910e-02,1.525878906250000032e-08
9.663531966407144791e-02,2.711058155704370587e-01,6.753322969029396106e-02,1.525878906250000032e-08
9.662959330963957760e-02,2.711058155704370587e-01,6.758848521427118783e-02,1.525878906250000032e-08
9.663142146341079097e-02,2.711063131396456161e-01,6.757084474235475202e-02,1.525878906250000032e-08
9.663436854851953361e-02,2.711117864009398026e-01,6.754240732482741372e-02,1.525878906250000032e-08
9.663436854851953361e-02,2.711117864009398026e-01,6.754240732482741372e-02,1.525878906250000032e-08
9.663259767518185550e-02,2.711081375600770116e-01,6.755949507853420410e-02,1.525878906250000032e-08
9.663338652969694076e-02,2.711088009856884029e-01,6.755188315543536604e-02,1.525878906250000032e-08
9.663338652969694076e-02,2.711088009856884029e-01,6.755188315543536604e-02,1.525878906250000032e-08
9.663279304240911249e-02,2.711078058472712882e-01,6.755760991431014606e-02,1.525878906250000032e-08
